speed_kmh,speed_over_limit,speed_ratio,direction_dx,direction_dy,path_length,displacement,straightness,turn_angle,wrong_way_score,seen_count,overspeeding,wrong_way,illegal_uturn
100.0,50.0,2.0,0.0,0.0,210.0,180.0,0.96,0.0,0.0,25.0,1,0,0
82.0,32.0,1.64,0.0,0.0,172.20000000000002,147.6,0.96,0.0,0.0,28.0,1,0,0
86.0,56.0,2.8666666666666667,0.0,0.0,180.6,154.8,0.96,0.0,0.0,26.0,1,0,0
105.0,55.0,2.1,0.0,0.0,220.5,189.0,0.96,0.0,0.0,26.0,1,0,0
83.0,43.0,2.075,0.0,0.0,174.3,149.4,0.96,0.0,0.0,29.0,1,0,0
115.0,55.0,1.9166666666666667,0.0,0.0,241.5,207.0,0.96,0.0,0.0,26.0,1,0,0
81.0,1.0,1.0125,0.0,0.0,170.1,145.8,0.96,0.0,0.0,28.0,1,0,0
39.0,-41.0,0.4875,0.0,0.0,81.9,70.2,0.96,0.0,0.0,26.0,1,0,0
106.0,26.0,1.325,0.0,0.0,222.60000000000002,190.8,0.96,0.0,0.0,26.0,1,0,0
36.0,-14.0,0.72,0.0,0.0,75.60000000000001,64.8,0.96,0.0,0.0,26.0,0,0,0
116.0,56.0,1.9333333333333333,0.0,0.0,243.60000000000002,208.8,0.96,0.0,0.0,29.0,1,0,0
55.0,5.0,1.1,0.0,0.0,115.5,99.0,0.96,0.0,0.0,29.0,1,0,0
102.0,42.0,1.7,0.0,0.0,214.20000000000002,183.6,0.96,0.0,0.0,28.0,1,0,0
81.0,41.0,2.025,0.0,0.0,170.1,145.8,0.96,0.0,0.0,24.0,1,0,0
49.0,9.0,1.225,0.0,0.0,102.9,88.2,0.96,0.0,0.0,25.0,1,0,0
76.0,-24.0,0.76,0.0,0.0,159.6,136.8,0.96,0.0,0.0,27.0,0,0,0
20.0,-40.0,0.3333333333333333,0.0,0.0,42.0,36.0,0.96,0.0,0.0,27.0,0,0,0
39.0,-61.0,0.39,0.0,0.0,81.9,70.2,0.96,0.0,0.0,28.0,0,0,0
92.0,32.0,1.5333333333333334,0.0,0.0,193.20000000000002,165.6,0.96,0.0,0.0,29.0,1,0,0
56.0,-4.0,0.9333333333333333,0.0,0.0,117.60000000000001,100.8,0.96,0.0,0.0,26.0,0,0,0
35.0,5.0,1.1666666666666667,0.0,0.0,73.5,63.0,0.96,0.0,0.0,29.0,1,0,0
99.0,69.0,3.3,0.0,0.0,207.9,178.20000000000002,0.96,0.0,0.0,25.0,1,0,0
47.0,-13.0,0.7833333333333333,0.0,0.0,98.7,84.60000000000001,0.96,0.0,0.0,26.0,0,0,0
64.0,24.0,1.6,0.0,0.0,134.4,115.2,0.96,0.0,0.0,25.0,1,0,0
44.0,4.0,1.1,0.0,0.0,92.4,79.2,0.96,0.0,0.0,25.0,1,0,0
99.0,19.0,1.2375,0.0,0.0,207.9,178.20000000000002,0.96,0.0,0.0,24.0,1,0,0
40.0,-60.0,0.4,0.0,0.0,84.0,72.0,0.96,0.0,0.0,26.0,0,0,0
51.0,-9.0,0.85,0.0,0.0,107.10000000000001,91.8,0.96,0.0,0.0,26.0,0,0,0
83.0,43.0,2.075,0.0,0.0,174.3,149.4,0.96,0.0,0.0,24.0,1,0,0
102.0,52.0,2.04,0.0,0.0,214.20000000000002,183.6,0.96,0.0,0.0,29.0,1,0,0
62.0,22.0,1.55,0.0,0.0,130.20000000000002,111.60000000000001,0.96,0.0,0.0,25.0,1,0,0
26.0,-24.0,0.52,0.0,0.0,54.6,46.800000000000004,0.96,0.0,0.0,27.0,1,0,0
110.0,70.0,2.75,0.0,0.0,231.0,198.0,0.96,0.0,0.0,25.0,1,0,0
46.0,6.0,1.15,0.0,0.0,96.60000000000001,82.8,0.96,0.0,0.0,24.0,1,0,0
61.0,31.0,2.033333333333333,0.0,0.0,128.1,109.8,0.96,0.0,0.0,27.0,1,0,0
45.0,-55.0,0.45,0.0,0.0,94.5,81.0,0.96,0.0,0.0,25.0,0,0,0
53.0,3.0,1.06,0.0,0.0,111.30000000000001,95.4,0.96,0.0,0.0,26.0,1,0,0
48.0,8.0,1.2,0.0,0.0,100.80000000000001,86.4,0.96,0.0,0.0,26.0,1,0,0
42.0,12.0,1.4,0.0,0.0,88.2,75.60000000000001,0.96,0.0,0.0,24.0,1,0,0
120.0,80.0,3.0,0.0,0.0,252.0,216.0,0.96,0.0,0.0,27.0,1,0,0
85.0,5.0,1.0625,0.0,0.0,178.5,153.0,0.96,0.0,0.0,28.0,1,0,0
102.0,2.0,1.02,0.0,0.0,214.20000000000002,183.6,0.96,0.0,0.0,25.0,1,0,0
71.0,31.0,1.775,0.0,0.0,149.1,127.8,0.96,0.0,0.0,26.0,1,0,0
37.0,-13.0,0.74,0.0,0.0,77.7,66.60000000000001,0.96,0.0,0.0,26.0,0,0,0
52.0,-48.0,0.52,0.0,0.0,109.2,93.60000000000001,0.96,0.0,0.0,28.0,0,0,0
32.0,-18.0,0.64,0.0,0.0,67.2,57.6,0.96,0.0,0.0,24.0,0,0,0
48.0,-2.0,0.96,0.0,0.0,100.80000000000001,86.4,0.96,0.0,0.0,28.0,0,0,0
61.0,11.0,1.22,0.0,0.0,128.1,109.8,0.96,0.0,0.0,26.0,1,0,0
99.0,39.0,1.65,0.0,0.0,207.9,178.20000000000002,0.96,0.0,0.0,26.0,1,0,0
66.0,36.0,2.2,0.0,0.0,138.6,118.8,0.96,0.0,0.0,29.0,1,0,0
93.0,33.0,1.55,0.0,0.0,195.3,167.4,0.96,0.0,0.0,28.0,1,0,0
30.0,-70.0,0.3,0.0,0.0,63.0,54.0,0.96,0.0,0.0,25.0,0,0,0
50.0,-30.0,0.625,0.0,0.0,105.0,90.0,0.96,0.0,0.0,24.0,1,0,0
43.0,-7.0,0.86,0.0,0.0,90.3,77.4,0.96,0.0,0.0,27.0,1,0,0
66.0,-34.0,0.66,0.0,0.0,138.6,118.8,0.96,0.0,0.0,29.0,1,0,0
74.0,-26.0,0.74,0.0,0.0,155.4,133.20000000000002,0.96,0.0,0.0,29.0,0,0,0
36.0,-24.0,0.6,0.0,0.0,75.60000000000001,64.8,0.96,0.0,0.0,29.0,0,0,0
108.0,8.0,1.08,0.0,0.0,226.8,194.4,0.96,0.0,0.0,26.0,1,0,0
35.0,5.0,1.1666666666666667,0.0,0.0,73.5,63.0,0.96,0.0,0.0,28.0,1,0,0
68.0,-12.0,0.85,0.0,0.0,142.8,122.4,0.96,0.0,0.0,27.0,0,0,0
58.0,-42.0,0.58,0.0,0.0,121.80000000000001,104.4,0.96,0.0,0.0,28.0,0,0,0
34.0,-6.0,0.85,0.0,0.0,71.4,61.2,0.96,0.0,0.0,27.0,0,0,0
105.0,55.0,2.1,0.0,0.0,220.5,189.0,0.96,0.0,0.0,26.0,1,0,0
73.0,33.0,1.825,0.0,0.0,153.3,131.4,0.96,0.0,0.0,24.0,1,0,0
23.0,-17.0,0.575,0.0,0.0,48.300000000000004,41.4,0.96,0.0,0.0,25.0,0,0,0
68.0,28.0,1.7,0.0,0.0,142.8,122.4,0.96,0.0,0.0,25.0,1,0,0
102.0,52.0,2.04,0.0,0.0,214.20000000000002,183.6,0.96,0.0,0.0,28.0,1,0,0
93.0,53.0,2.325,0.0,0.0,195.3,167.4,0.96,0.0,0.0,24.0,1,0,0
20.0,-40.0,0.3333333333333333,0.0,0.0,42.0,36.0,0.96,0.0,0.0,28.0,0,0,0
110.0,30.0,1.375,0.0,0.0,231.0,198.0,0.96,0.0,0.0,24.0,1,0,0
108.0,68.0,2.7,0.0,0.0,226.8,194.4,0.96,0.0,0.0,29.0,1,0,0
30.0,-70.0,0.3,0.0,0.0,63.0,54.0,0.96,0.0,0.0,29.0,0,0,0
86.0,46.0,2.15,0.0,0.0,180.6,154.8,0.96,0.0,0.0,28.0,1,0,0
50.0,0.0,1.0,0.0,0.0,105.0,90.0,0.96,0.0,0.0,28.0,0,0,0
26.0,-54.0,0.325,0.0,0.0,54.6,46.800000000000004,0.96,0.0,0.0,28.0,0,0,0
28.0,-32.0,0.4666666666666667,0.0,0.0,58.800000000000004,50.4,0.96,0.0,0.0,29.0,0,0,0
25.0,-5.0,0.8333333333333334,0.0,0.0,52.5,45.0,0.96,0.0,0.0,24.0,0,0,0
36.0,-14.0,0.72,0.0,0.0,75.60000000000001,64.8,0.96,0.0,0.0,26.0,0,0,0
65.0,5.0,1.0833333333333333,0.0,0.0,136.5,117.0,0.96,0.0,0.0,29.0,1,0,0
31.0,1.0,1.0333333333333334,0.0,0.0,65.10000000000001,55.800000000000004,0.96,0.0,0.0,29.0,1,0,0
53.0,23.0,1.7666666666666666,0.0,0.0,111.30000000000001,95.4,0.96,0.0,0.0,28.0,1,0,0
97.0,47.0,1.94,0.0,0.0,203.70000000000002,174.6,0.96,0.0,0.0,26.0,1,0,0
84.0,54.0,2.8,0.0,0.0,176.4,151.20000000000002,0.96,0.0,0.0,24.0,1,0,0
53.0,13.0,1.325,0.0,0.0,111.30000000000001,95.4,0.96,0.0,0.0,27.0,1,0,0
62.0,22.0,1.55,0.0,0.0,130.20000000000002,111.60000000000001,0.96,0.0,0.0,28.0,1,0,0
39.0,-41.0,0.4875,0.0,0.0,81.9,70.2,0.96,0.0,0.0,24.0,1,0,0
105.0,75.0,3.5,0.0,0.0,220.5,189.0,0.96,0.0,0.0,28.0,1,0,0
30.0,-70.0,0.3,0.0,0.0,63.0,54.0,0.96,0.0,0.0,24.0,0,0,0
59.0,-21.0,0.7375,0.0,0.0,123.9,106.2,0.96,0.0,0.0,26.0,0,0,0
111.0,61.0,2.22,0.0,0.0,233.10000000000002,199.8,0.96,0.0,0.0,26.0,1,0,0
76.0,-24.0,0.76,0.0,0.0,159.6,136.8,0.96,0.0,0.0,25.0,0,0,0
84.0,44.0,2.1,0.0,0.0,176.4,151.20000000000002,0.96,0.0,0.0,24.0,1,0,0
39.0,-11.0,0.78,0.0,0.0,81.9,70.2,0.96,0.0,0.0,28.0,0,0,0
35.0,5.0,1.1666666666666667,0.0,0.0,73.5,63.0,0.96,0.0,0.0,25.0,1,0,0
120.0,60.0,2.0,0.0,0.0,252.0,216.0,0.96,0.0,0.0,25.0,1,0,0
25.0,-35.0,0.4166666666666667,0.0,0.0,52.5,45.0,0.96,0.0,0.0,27.0,0,0,0
28.0,-2.0,0.9333333333333333,0.0,0.0,58.800000000000004,50.4,0.96,0.0,0.0,25.0,0,0,0
42.0,-18.0,0.7,0.0,0.0,88.2,75.60000000000001,0.96,0.0,0.0,27.0,0,0,0
116.0,66.0,2.32,0.0,0.0,243.60000000000002,208.8,0.96,0.0,0.0,27.0,1,0,0
20.0,-80.0,0.2,0.0,0.0,42.0,36.0,0.96,0.0,0.0,29.0,0,0,0
116.0,56.0,1.9333333333333333,0.0,0.0,243.60000000000002,208.8,0.96,0.0,0.0,25.0,1,0,0
36.0,-24.0,0.6,0.0,0.0,75.60000000000001,64.8,0.96,0.0,0.0,29.0,0,0,0
35.0,5.0,1.1666666666666667,0.0,0.0,73.5,63.0,0.96,0.0,0.0,24.0,1,0,0
102.0,42.0,1.7,0.0,0.0,214.20000000000002,183.6,0.96,0.0,0.0,25.0,1,0,0
115.0,85.0,3.8333333333333335,0.0,0.0,241.5,207.0,0.96,0.0,0.0,25.0,1,0,0
92.0,12.0,1.15,0.0,0.0,193.20000000000002,165.6,0.96,0.0,0.0,26.0,1,0,0
49.0,-11.0,0.8166666666666667,0.0,0.0,102.9,88.2,0.96,0.0,0.0,24.0,0,0,0
59.0,-1.0,0.9833333333333333,0.0,0.0,123.9,106.2,0.96,0.0,0.0,28.0,0,0,0
29.0,-31.0,0.48333333333333334,0.0,0.0,60.900000000000006,52.2,0.96,0.0,0.0,26.0,0,0,0
93.0,43.0,1.86,0.0,0.0,195.3,167.4,0.96,0.0,0.0,26.0,1,0,0
55.0,25.0,1.8333333333333333,0.0,0.0,115.5,99.0,0.96,0.0,0.0,27.0,1,0,0
109.0,9.0,1.09,0.0,0.0,228.9,196.20000000000002,0.96,0.0,0.0,26.0,1,0,0
54.0,-46.0,0.54,0.0,0.0,113.4,97.2,0.96,0.0,0.0,29.0,1,0,0
64.0,-16.0,0.8,0.0,0.0,134.4,115.2,0.96,0.0,0.0,27.0,0,0,0
100.0,70.0,3.3333333333333335,0.0,0.0,210.0,180.0,0.96,0.0,0.0,24.0,1,0,0
94.0,64.0,3.1333333333333333,0.0,0.0,197.4,169.20000000000002,0.96,0.0,0.0,29.0,1,0,0
38.0,-12.0,0.76,0.0,0.0,79.8,68.4,0.96,0.0,0.0,25.0,0,0,0
52.0,22.0,1.7333333333333334,0.0,0.0,109.2,93.60000000000001,0.96,0.0,0.0,27.0,1,0,0
36.0,-14.0,0.72,0.0,0.0,75.60000000000001,64.8,0.96,0.0,0.0,26.0,0,0,0
100.0,50.0,2.0,0.0,0.0,210.0,180.0,0.96,0.0,0.0,27.0,1,0,0
33.0,-17.0,0.66,0.0,0.0,69.3,59.4,0.96,0.0,0.0,28.0,0,0,0
62.0,-18.0,0.775,0.0,0.0,130.20000000000002,111.60000000000001,0.96,0.0,0.0,28.0,0,0,0
50.0,10.0,1.25,0.0,0.0,105.0,90.0,0.96,0.0,0.0,24.0,1,0,0
27.0,-53.0,0.3375,0.0,0.0,56.7,48.6,0.96,0.0,0.0,29.0,0,0,0
52.0,22.0,1.7333333333333334,0.0,0.0,109.2,93.60000000000001,0.96,0.0,0.0,24.0,1,0,0
104.0,24.0,1.3,0.0,0.0,218.4,187.20000000000002,0.96,0.0,0.0,25.0,1,0,0
44.0,-6.0,0.88,0.0,0.0,92.4,79.2,0.96,0.0,0.0,24.0,0,0,0
61.0,21.0,1.525,0.0,0.0,128.1,109.8,0.96,0.0,0.0,27.0,1,0,0
59.0,19.0,1.475,0.0,0.0,123.9,106.2,0.96,0.0,0.0,27.0,1,0,0
101.0,21.0,1.2625,0.0,0.0,212.10000000000002,181.8,0.96,0.0,0.0,28.0,1,0,0
73.0,-27.0,0.73,0.0,0.0,153.3,131.4,0.96,0.0,0.0,28.0,0,0,0
85.0,35.0,1.7,0.0,0.0,178.5,153.0,0.96,0.0,0.0,27.0,1,0,0
84.0,34.0,1.68,0.0,0.0,176.4,151.20000000000002,0.96,0.0,0.0,26.0,1,0,0
104.0,44.0,1.7333333333333334,0.0,0.0,218.4,187.20000000000002,0.96,0.0,0.0,25.0,1,0,0
101.0,71.0,3.3666666666666667,0.0,0.0,212.10000000000002,181.8,0.96,0.0,0.0,25.0,1,0,0
68.0,8.0,1.1333333333333333,0.0,0.0,142.8,122.4,0.96,0.0,0.0,29.0,1,0,0
56.0,-24.0,0.7,0.0,0.0,117.60000000000001,100.8,0.96,0.0,0.0,27.0,0,0,0
100.0,60.0,2.5,0.0,0.0,210.0,180.0,0.96,0.0,0.0,27.0,1,0,0
74.0,-6.0,0.925,0.0,0.0,155.4,133.20000000000002,0.96,0.0,0.0,28.0,0,0,0
33.0,-7.0,0.825,0.0,0.0,69.3,59.4,0.96,0.0,0.0,28.0,0,0,0
108.0,78.0,3.6,0.0,0.0,226.8,194.4,0.96,0.0,0.0,26.0,1,0,0
28.0,-32.0,0.4666666666666667,0.0,0.0,58.800000000000004,50.4,0.96,0.0,0.0,29.0,0,0,0
64.0,4.0,1.0666666666666667,0.0,0.0,134.4,115.2,0.96,0.0,0.0,28.0,1,0,0
65.0,35.0,2.1666666666666665,0.0,0.0,136.5,117.0,0.96,0.0,0.0,25.0,1,0,0
84.0,34.0,1.68,0.0,0.0,176.4,151.20000000000002,0.96,0.0,0.0,24.0,1,0,0
88.0,28.0,1.4666666666666666,0.0,0.0,184.8,158.4,0.96,0.0,0.0,26.0,1,0,0
21.0,-9.0,0.7,0.0,0.0,44.1,37.800000000000004,0.96,0.0,0.0,25.0,0,0,0
81.0,31.0,1.62,0.0,0.0,170.1,145.8,0.96,0.0,0.0,27.0,1,0,0
58.0,8.0,1.16,0.0,0.0,121.80000000000001,104.4,0.96,0.0,0.0,29.0,1,0,0
118.0,88.0,3.933333333333333,0.0,0.0,247.8,212.4,0.96,0.0,0.0,25.0,1,0,0
115.0,55.0,1.9166666666666667,0.0,0.0,241.5,207.0,0.96,0.0,0.0,26.0,1,0,0
52.0,2.0,1.04,0.0,0.0,109.2,93.60000000000001,0.96,0.0,0.0,25.0,1,0,0
48.0,18.0,1.6,0.0,0.0,100.80000000000001,86.4,0.96,0.0,0.0,26.0,1,0,0
98.0,18.0,1.225,0.0,0.0,205.8,176.4,0.96,0.0,0.0,25.0,1,0,0
27.0,-23.0,0.54,0.0,0.0,56.7,48.6,0.96,0.0,0.0,28.0,1,0,0
33.0,-47.0,0.4125,0.0,0.0,69.3,59.4,0.96,0.0,0.0,25.0,0,0,0
53.0,13.0,1.325,0.0,0.0,111.30000000000001,95.4,0.96,0.0,0.0,28.0,1,0,0
66.0,6.0,1.1,0.0,0.0,138.6,118.8,0.96,0.0,0.0,24.0,1,0,0
48.0,-12.0,0.8,0.0,0.0,100.80000000000001,86.4,0.96,0.0,0.0,24.0,0,0,0
60.0,0.0,1.0,0.0,0.0,126.0,108.0,0.96,0.0,0.0,24.0,0,0,0
82.0,32.0,1.64,0.0,0.0,172.20000000000002,147.6,0.96,0.0,0.0,27.0,1,0,0
114.0,14.0,1.14,0.0,0.0,239.4,205.20000000000002,0.96,0.0,0.0,28.0,1,0,0
63.0,3.0,1.05,0.0,0.0,132.3,113.4,0.96,0.0,0.0,24.0,1,0,0
117.0,17.0,1.17,0.0,0.0,245.70000000000002,210.6,0.96,0.0,0.0,24.0,1,0,0
99.0,69.0,3.3,0.0,0.0,207.9,178.20000000000002,0.96,0.0,0.0,24.0,1,0,0
103.0,23.0,1.2875,0.0,0.0,216.3,185.4,0.96,0.0,0.0,26.0,1,0,0
20.0,-30.0,0.4,0.0,0.0,42.0,36.0,0.96,0.0,0.0,25.0,0,0,0
92.0,52.0,2.3,0.0,0.0,193.20000000000002,165.6,0.96,0.0,0.0,29.0,1,0,0
119.0,89.0,3.966666666666667,0.0,0.0,249.9,214.20000000000002,0.96,0.0,0.0,25.0,1,0,0
58.0,28.0,1.9333333333333333,0.0,0.0,121.80000000000001,104.4,0.96,0.0,0.0,29.0,1,0,0
45.0,-5.0,0.9,0.0,0.0,94.5,81.0,0.96,0.0,0.0,29.0,0,0,0
70.0,20.0,1.4,0.0,0.0,147.0,126.0,0.96,0.0,0.0,27.0,1,0,0
51.0,-29.0,0.6375,0.0,0.0,107.10000000000001,91.8,0.96,0.0,0.0,28.0,1,0,0
109.0,79.0,3.6333333333333333,0.0,0.0,228.9,196.20000000000002,0.96,0.0,0.0,24.0,1,0,0
95.0,55.0,2.375,0.0,0.0,199.5,171.0,0.96,0.0,0.0,24.0,1,0,0
73.0,33.0,1.825,0.0,0.0,153.3,131.4,0.96,0.0,0.0,26.0,1,0,0
21.0,-19.0,0.525,0.0,0.0,44.1,37.800000000000004,0.96,0.0,0.0,24.0,0,0,0
31.0,-29.0,0.5166666666666667,0.0,0.0,65.10000000000001,55.800000000000004,0.96,0.0,0.0,26.0,0,0,0
23.0,-7.0,0.7666666666666667,0.0,0.0,48.300000000000004,41.4,0.96,0.0,0.0,25.0,0,0,0
64.0,-16.0,0.8,0.0,0.0,134.4,115.2,0.96,0.0,0.0,24.0,1,0,0
99.0,69.0,3.3,0.0,0.0,207.9,178.20000000000002,0.96,0.0,0.0,29.0,1,0,0
56.0,16.0,1.4,0.0,0.0,117.60000000000001,100.8,0.96,0.0,0.0,28.0,1,0,0
40.0,-40.0,0.5,0.0,0.0,84.0,72.0,0.96,0.0,0.0,28.0,0,0,0
119.0,59.0,1.9833333333333334,0.0,0.0,249.9,214.20000000000002,0.96,0.0,0.0,24.0,1,0,0
35.0,-65.0,0.35,0.0,0.0,73.5,63.0,0.96,0.0,0.0,29.0,0,0,0
30.0,0.0,1.0,0.0,0.0,63.0,54.0,0.96,0.0,0.0,25.0,0,0,0
107.0,27.0,1.3375,0.0,0.0,224.70000000000002,192.6,0.96,0.0,0.0,24.0,1,0,0
53.0,-47.0,0.53,0.0,0.0,111.30000000000001,95.4,0.96,0.0,0.0,28.0,0,0,0
58.0,-22.0,0.725,0.0,0.0,121.80000000000001,104.4,0.96,0.0,0.0,28.0,1,0,0
29.0,-21.0,0.58,0.0,0.0,60.900000000000006,52.2,0.96,0.0,0.0,24.0,0,0,0
43.0,-57.0,0.43,0.0,0.0,90.3,77.4,0.96,0.0,0.0,26.0,0,0,0
94.0,14.0,1.175,0.0,0.0,197.4,169.20000000000002,0.96,0.0,0.0,28.0,1,0,0
28.0,-32.0,0.4666666666666667,0.0,0.0,58.800000000000004,50.4,0.96,0.0,0.0,29.0,0,0,0
63.0,-17.0,0.7875,0.0,0.0,132.3,113.4,0.96,0.0,0.0,28.0,0,0,0
56.0,-24.0,0.7,0.0,0.0,117.60000000000001,100.8,0.96,0.0,0.0,29.0,0,0,0
114.0,14.0,1.14,0.0,0.0,239.4,205.20000000000002,0.96,0.0,0.0,27.0,1,0,0
109.0,9.0,1.09,0.0,0.0,228.9,196.20000000000002,0.96,0.0,0.0,29.0,1,0,0
69.0,9.0,1.15,0.0,0.0,144.9,124.2,0.96,0.0,0.0,24.0,1,0,0
45.0,-15.0,0.75,0.0,0.0,94.5,81.0,0.96,0.0,0.0,26.0,0,0,0
42.0,2.0,1.05,0.0,0.0,88.2,75.60000000000001,0.96,0.0,0.0,25.0,1,0,0
31.0,-9.0,0.775,0.0,0.0,65.10000000000001,55.800000000000004,0.96,0.0,0.0,28.0,0,0,0
38.0,-42.0,0.475,0.0,0.0,79.8,68.4,0.96,0.0,0.0,28.0,0,0,0
89.0,39.0,1.78,0.0,0.0,186.9,160.20000000000002,0.96,0.0,0.0,28.0,1,0,0
40.0,10.0,1.3333333333333333,0.0,0.0,84.0,72.0,0.96,0.0,0.0,28.0,1,0,0
55.0,25.0,1.8333333333333333,0.0,0.0,115.5,99.0,0.96,0.0,0.0,27.0,1,0,0
30.0,-20.0,0.6,0.0,0.0,63.0,54.0,0.96,0.0,0.0,27.0,0,0,0
103.0,43.0,1.7166666666666666,0.0,0.0,216.3,185.4,0.96,0.0,0.0,28.0,1,0,0
98.0,-2.0,0.98,0.0,0.0,205.8,176.4,0.96,0.0,0.0,25.0,0,0,0
93.0,63.0,3.1,0.0,0.0,195.3,167.4,0.96,0.0,0.0,26.0,1,0,0
22.0,-78.0,0.22,0.0,0.0,46.2,39.6,0.96,0.0,0.0,24.0,0,0,0
80.0,0.0,1.0,0.0,0.0,168.0,144.0,0.96,0.0,0.0,26.0,0,0,0
98.0,38.0,1.6333333333333333,0.0,0.0,205.8,176.4,0.96,0.0,0.0,25.0,1,0,0
114.0,34.0,1.425,0.0,0.0,239.4,205.20000000000002,0.96,0.0,0.0,29.0,1,0,0
96.0,56.0,2.4,0.0,0.0,201.60000000000002,172.8,0.96,0.0,0.0,26.0,1,0,0
42.0,-8.0,0.84,0.0,0.0,88.2,75.60000000000001,0.96,0.0,0.0,25.0,0,0,0
41.0,-9.0,0.82,0.0,0.0,86.10000000000001,73.8,0.96,0.0,0.0,25.0,0,0,0
46.0,-54.0,0.46,0.0,0.0,96.60000000000001,82.8,0.96,0.0,0.0,26.0,0,0,0
72.0,22.0,1.44,0.0,0.0,151.20000000000002,129.6,0.96,0.0,0.0,26.0,1,0,0
50.0,10.0,1.25,0.0,0.0,105.0,90.0,0.96,0.0,0.0,29.0,1,0,0
40.0,-10.0,0.8,0.0,0.0,84.0,72.0,0.96,0.0,0.0,26.0,0,0,0
55.0,-25.0,0.6875,0.0,0.0,115.5,99.0,0.96,0.0,0.0,27.0,0,0,0
59.0,-21.0,0.7375,0.0,0.0,123.9,106.2,0.96,0.0,0.0,29.0,0,0,0
110.0,70.0,2.75,0.0,0.0,231.0,198.0,0.96,0.0,0.0,27.0,1,0,0
92.0,62.0,3.066666666666667,0.0,0.0,193.20000000000002,165.6,0.96,0.0,0.0,24.0,1,0,0
42.0,-18.0,0.7,0.0,0.0,88.2,75.60000000000001,0.96,0.0,0.0,25.0,0,0,0
64.0,-16.0,0.8,0.0,0.0,134.4,115.2,0.96,0.0,0.0,29.0,0,0,0
40.0,10.0,1.3333333333333333,0.0,0.0,84.0,72.0,0.96,0.0,0.0,26.0,1,0,0
44.0,-16.0,0.7333333333333333,0.0,0.0,92.4,79.2,0.96,0.0,0.0,27.0,0,0,0
72.0,42.0,2.4,0.0,0.0,151.20000000000002,129.6,0.96,0.0,0.0,25.0,1,0,0
103.0,73.0,3.433333333333333,0.0,0.0,216.3,185.4,0.96,0.0,0.0,28.0,1,0,0
59.0,19.0,1.475,0.0,0.0,123.9,106.2,0.96,0.0,0.0,28.0,1,0,0
93.0,53.0,2.325,0.0,0.0,195.3,167.4,0.96,0.0,0.0,26.0,1,0,0
116.0,66.0,2.32,0.0,0.0,243.60000000000002,208.8,0.96,0.0,0.0,24.0,1,0,0
73.0,-27.0,0.73,0.0,0.0,153.3,131.4,0.96,0.0,0.0,29.0,0,0,0
72.0,-8.0,0.9,0.0,0.0,151.20000000000002,129.6,0.96,0.0,0.0,25.0,0,0,0
57.0,-43.0,0.57,0.0,0.0,119.7,102.60000000000001,0.96,0.0,0.0,28.0,0,0,0
55.0,-45.0,0.55,0.0,0.0,115.5,99.0,0.96,0.0,0.0,29.0,1,0,0
89.0,29.0,1.4833333333333334,0.0,0.0,186.9,160.20000000000002,0.96,0.0,0.0,26.0,1,0,0
89.0,29.0,1.4833333333333334,0.0,0.0,186.9,160.20000000000002,0.96,0.0,0.0,24.0,1,0,0
73.0,33.0,1.825,0.0,0.0,153.3,131.4,0.96,0.0,0.0,25.0,1,0,0
23.0,-57.0,0.2875,0.0,0.0,48.300000000000004,41.4,0.96,0.0,0.0,25.0,0,0,0
90.0,40.0,1.8,0.0,0.0,189.0,162.0,0.96,0.0,0.0,25.0,1,0,0
63.0,3.0,1.05,0.0,0.0,132.3,113.4,0.96,0.0,0.0,26.0,1,0,0
29.0,-51.0,0.3625,0.0,0.0,60.900000000000006,52.2,0.96,0.0,0.0,25.0,0,0,0
101.0,21.0,1.2625,0.0,0.0,212.10000000000002,181.8,0.96,0.0,0.0,26.0,1,0,0
110.0,60.0,2.2,0.0,0.0,231.0,198.0,0.96,0.0,0.0,25.0,1,0,0
89.0,39.0,1.78,0.0,0.0,186.9,160.20000000000002,0.96,0.0,0.0,27.0,1,0,0
114.0,74.0,2.85,0.0,0.0,239.4,205.20000000000002,0.96,0.0,0.0,29.0,1,0,0
78.0,28.0,1.56,0.0,0.0,163.8,140.4,0.96,0.0,0.0,28.0,1,0,0
43.0,3.0,1.075,0.0,0.0,90.3,77.4,0.96,0.0,0.0,24.0,1,0,0
53.0,-47.0,0.53,0.0,0.0,111.30000000000001,95.4,0.96,0.0,0.0,26.0,0,0,0
50.0,20.0,1.6666666666666667,0.0,0.0,105.0,90.0,0.96,0.0,0.0,26.0,1,0,0
71.0,11.0,1.1833333333333333,0.0,0.0,149.1,127.8,0.96,0.0,0.0,26.0,1,0,0
23.0,-77.0,0.23,0.0,0.0,48.300000000000004,41.4,0.96,0.0,0.0,29.0,0,0,0
120.0,60.0,2.0,0.0,0.0,252.0,216.0,0.96,0.0,0.0,29.0,1,0,0
78.0,48.0,2.6,0.0,0.0,163.8,140.4,0.96,0.0,0.0,26.0,1,0,0
82.0,-18.0,0.82,0.0,0.0,172.20000000000002,147.6,0.96,0.0,0.0,26.0,1,0,0
43.0,-7.0,0.86,0.0,0.0,90.3,77.4,0.96,0.0,0.0,28.0,0,0,0
48.0,8.0,1.2,0.0,0.0,100.80000000000001,86.4,0.96,0.0,0.0,26.0,1,0,0
31.0,-29.0,0.5166666666666667,0.0,0.0,65.10000000000001,55.800000000000004,0.96,0.0,0.0,26.0,0,0,0
